rank,university,country,raw_name,canonical_name,cluster
80,University of New South Wales (UNSW),Australia,Mechanical Engineering,Mechanical Engineering,Engineering – Mechanical & Aerospace
80,University of New South Wales (UNSW),Australia,Physics,Physics,Physics & Astronomy
80,University of New South Wales (UNSW),Australia,Statistics,Statistics,Mathematics
81,Seoul National University,South Korea,Aerospace Engineering,Aerospace Engineering,Engineering – Mechanical & Aerospace
81,Seoul National University,South Korea,Bioinformatics,Bioinformatics,Computational Biology & Bioinformatics
81,Seoul National University,South Korea,Biomedical Engineering,Biomedical Engineering,Engineering – Biomedical
81,Seoul National University,South Korea,Chemical Engineering,Chemical Engineering,Engineering – Chemical & Materials
81,Seoul National University,South Korea,Chemistry,Chemistry,Chemistry
81,Seoul National University,South Korea,Civil Engineering,Civil Engineering,Engineering – Civil & Environmental
81,Seoul National University,South Korea,Computer Science & Engineering,Computer Science,CS & AI
81,Seoul National University,South Korea,Data Science,Data Science,CS & AI
81,Seoul National University,South Korea,Electrical Engineering,Electrical Engineering,Engineering – Electrical & Computer
81,Seoul National University,South Korea,Industrial Engineering,Industrial Engineering,Engineering – Other
81,Seoul National University,South Korea,Materials Science,Materials Science,Engineering – Chemical & Materials
81,Seoul National University,South Korea,Mathematics,Mathematics,Mathematics
81,Seoul National University,South Korea,Mechanical Engineering,Mechanical Engineering,Engineering – Mechanical & Aerospace
81,Seoul National University,South Korea,Nuclear Engineering,Nuclear Engineering,Engineering – Other
81,Seoul National University,South Korea,Physics,Physics,Physics & Astronomy
81,Seoul National University,South Korea,Statistics,Statistics,Mathematics
81,Wuhan University,China,Chemistry,Chemistry,Chemistry
81,Wuhan University,China,Civil Engineering,Civil Engineering,Engineering – Civil & Environmental
81,Wuhan University,China,Computer Science,Computer Science,CS & AI
81,Wuhan University,China,Data Science,Data Science,CS & AI
81,Wuhan University,China,Environmental Science,Earth Sciences,Earth & Environmental Sciences
81,Wuhan University,China,Electronic Engineering,Electrical Engineering,Engineering – Electrical & Computer
81,Wuhan University,China,Mathematics,Mathematics,Mathematics
81,Wuhan University,China,Physics,Physics,Physics & Astronomy
81,Wuhan University,China,Statistics,Statistics,Mathematics
83,Ohio State University,US,Aerospace Engineering,Aerospace Engineering,Engineering – Mechanical & Aerospace
83,Ohio State University,US,Biomedical Engineering,Biomedical Engineering,Engineering – Biomedical
83,Ohio State University,US,Chemical Engineering,Chemical Engineering,Engineering – Chemical & Materials
83,Ohio State University,US,Chemistry,Chemistry,Chemistry
83,Ohio State University,US,Civil Engineering,Civil Engineering,Engineering – Civil & Environmental
83,Ohio State University,US,Computational Science,Computational Science,CS & AI
83,Ohio State University,US,Computer Science & Engineering,Computer Science,CS & AI
83,Ohio State University,US,Data Analytics,Data Science,CS & AI
83,Ohio State University,US,Electrical Engineering,Electrical Engineering,Engineering – Electrical & Computer
83,Ohio State University,US,Industrial Engineering,Industrial Engineering,Engineering – Other
83,Ohio State University,US,Materials Science,Materials Science,Engineering – Chemical & Materials
83,Ohio State University,US,Mathematics,Mathematics,Mathematics
83,Ohio State University,US,Mechanical Engineering,Mechanical Engineering,Engineering – Mechanical & Aerospace
83,Ohio State University,US,Physics,Physics,Physics & Astronomy
83,Ohio State University,US,Statistics,Statistics,Mathematics
83,University of Oslo,Norway,Astrophysics,Astrophysics,Physics & Astronomy
83,University of Oslo,Norway,Bioinformatics,Bioinformatics,Computational Biology & Bioinformatics
83,University of Oslo,Norway,Chemistry,Chemistry,Chemistry
83,University of Oslo,Norway,Computational Life Sciences,Computational Biology,Computational Biology & Bioinformatics
83,University of Oslo,Norway,Computer Science,Computer Science,CS & AI
83,University of Oslo,Norway,Earth Sciences,Earth Sciences,Earth & Environmental Sciences
83,University of Oslo,Norway,Mathematics,Mathematics,Mathematics
83,University of Oslo,Norway,Physics,Physics,Physics & Astronomy
83,University of Oslo,Norway,Statistics,Statistics,Mathematics
85,Aarhus University,Denmark,Astronomy,Astrophysics,Physics & Astronomy
85,Aarhus University,Denmark,Bioinformatics,Bioinformatics,Computational Biology & Bioinformatics
85,Aarhus University,Denmark,Chemistry,Chemistry,Chemistry
85,Aarhus University,Denmark,Computer Science,Computer Science,CS & AI
85,Aarhus University,Denmark,Data Science,Data Science,CS & AI
85,Aarhus University,Denmark,Electrical Engineering,Electrical Engineering,Engineering – Electrical & Computer
85,Aarhus University,Denmark,Mathematics,Mathematics,Mathematics
85,Aarhus University,Denmark,Mechanical Engineering,Mechanical Engineering,Engineering – Mechanical & Aerospace
85,Aarhus University,Denmark,Physics,Physics,Physics & Astronomy
85,Aarhus University,Denmark,Statistics,Statistics,Mathematics
86,UT MD Anderson Cancer Center,US,Bioinformatics,Bioinformatics,Computational Biology & Bioinformatics
86,UT MD Anderson Cancer Center,US,Translational Biology & Molecular Medicine,Computational Biology,Computational Biology & Bioinformatics
86,UT MD Anderson Cancer Center,US,Biostatistics,Statistics,Mathematics
87,Sichuan University,China,Bioinformatics,Bioinformatics,Computational Biology & Bioinformatics
87,Sichuan University,China,Chemical Engineering,Chemical Engineering,Engineering – Chemical & Materials
87,Sichuan University,China,Chemistry,Chemistry,Chemistry
87,Sichuan University,China,Computer Science,Computer Science,CS & AI
87,Sichuan University,China,Data Science,Data Science,CS & AI
87,Sichuan University,China,Electronic Engineering,Electrical Engineering,Engineering – Electrical & Computer
87,Sichuan University,China,Materials Science,Materials Science,Engineering – Chemical & Materials
87,Sichuan University,China,Mathematics,Mathematics,Mathematics
87,Sichuan University,China,Physics,Physics,Physics & Astronomy
88,Nanyang Technological University (NTU),Singapore,Aerospace Engineering,Aerospace Engineering,Engineering – Mechanical & Aerospace
88,Nanyang Technological University (NTU),Singapore,Biomedical Engineering,Biomedical Engineering,Engineering – Biomedical
88,Nanyang Technological University (NTU),Singapore,Chemical Engineering,Chemical Engineering,Engineering – Chemical & Materials
88,Nanyang Technological University (NTU),Singapore,Chemistry,Chemistry,Chemistry
88,Nanyang Technological University (NTU),Singapore,Civil Engineering,Civil Engineering,Engineering – Civil & Environmental
88,Nanyang Technological University (NTU),Singapore,Computational Biology,Computational Biology,Computational Biology & Bioinformatics
88,Nanyang Technological University (NTU),Singapore,Computer Science,Computer Science,CS & AI
88,Nanyang Technological University (NTU),Singapore,Data Science & Artificial Intelligence,Data Science,CS & AI
88,Nanyang Technological University (NTU),Singapore,Electrical Engineering,Electrical Engineering,Engineering – Electrical & Computer
88,Nanyang Technological University (NTU),Singapore,Materials Engineering,Materials Science,Engineering – Chemical & Materials
88,Nanyang Technological University (NTU),Singapore,Mathematics,Mathematics,Mathematics
88,Nanyang Technological University (NTU),Singapore,Mechanical Engineering,Mechanical Engineering,Engineering – Mechanical & Aerospace
88,Nanyang Technological University (NTU),Singapore,Physics,Physics,Physics & Astronomy
88,The Hebrew University of Jerusalem,Israel,Biochemistry,Biochemistry,Chemistry
88,The Hebrew University of Jerusalem,Israel,Bioinformatics,Bioinformatics,Computational Biology & Bioinformatics
88,The Hebrew University of Jerusalem,Israel,Chemistry,Chemistry,Chemistry
88,The Hebrew University of Jerusalem,Israel,Computer Science,Computer Science,CS & AI
88,The Hebrew University of Jerusalem,Israel,Environmental Sciences,Earth Sciences,Earth & Environmental Sciences
88,The Hebrew University of Jerusalem,Israel,Agricultural Sciences,Interdisciplinary Sciences,Interdisciplinary
88,The Hebrew University of Jerusalem,Israel,Mathematics,Mathematics,Mathematics
88,The Hebrew University of Jerusalem,Israel,Computational Neuroscience,Neuroscience,Computational Biology & Bioinformatics
88,The Hebrew University of Jerusalem,Israel,Physics,Physics,Physics & Astronomy
88,The Hebrew University of Jerusalem,Israel,Statistics,Statistics,Mathematics
88,University of Pittsburgh,US,Bioinformatics,Bioinformatics,Computational Biology & Bioinformatics
88,University of Pittsburgh,US,Bioengineering,Biomedical Engineering,Engineering – Biomedical
88,University of Pittsburgh,US,Chemical Engineering,Chemical Engineering,Engineering – Chemical & Materials
88,University of Pittsburgh,US,Chemistry,Chemistry,Chemistry
88,University of Pittsburgh,US,Civil Engineering,Civil Engineering,Engineering – Civil & Environmental
88,University of Pittsburgh,US,Computational Biology,Computational Biology,Computational Biology & Bioinformatics
88,University of Pittsburgh,US,Computer Science,Computer Science,CS & AI
88,University of Pittsburgh,US,Data Science,Data Science,CS & AI
88,University of Pittsburgh,US,Electrical Engineering,Electrical Engineering,Engineering – Electrical & Computer
88,University of Pittsburgh,US,Industrial Engineering,Industrial Engineering,Engineering – Other
88,University of Pittsburgh,US,Materials Science,Materials Science,Engineering – Chemical & Materials
88,University of Pittsburgh,US,Mathematics,Mathematics,Mathematics
88,University of Pittsburgh,US,Mechanical Engineering,Mechanical Engineering,Engineering – Mechanical & Aerospace
88,University of Pittsburgh,US,Physics,Physics,Physics & Astronomy
88,University of Pittsburgh,US,Statistics,Statistics,Mathematics
91,Ghent University,Belgium,Bioinformatics,Bioinformatics,Computational Biology & Bioinformatics
91,Ghent University,Belgium,Bioengineering,Biomedical Engineering,Engineering – Biomedical
91,Ghent University,Belgium,Chemical Engineering,Chemical Engineering,Engineering – Chemical & Materials
91,Ghent University,Belgium,Chemistry,Chemistry,Chemistry
91,Ghent University,Belgium,Civil Engineering,Civil Engineering,Engineering – Civil & Environmental
91,Ghent University,Belgium,Computer Science,Computer Science,CS & AI
91,Ghent University,Belgium,Data Science,Data Science,CS & AI
91,Ghent University,Belgium,Electrical Engineering,Electrical Engineering,Engineering – Electrical & Computer
91,Ghent University,Belgium,Mathematics,Mathematics,Mathematics
91,Ghent University,Belgium,Mechanical Engineering,Mechanical Engineering,Engineering – Mechanical & Aerospace
91,Ghent University,Belgium,Physics,Physics,Physics & Astronomy
91,Ghent University,Belgium,Statistics,Statistics,Mathematics
92,Xi'an Jiaotong University,China,Chemical Engineering,Chemical Engineering,Engineering – Chemical & Materials
92,Xi'an Jiaotong University,China,Computer Science & Technology,Computer Science,CS & AI
92,Xi'an Jiaotong University,China,Data Science,Data Science,CS & AI
92,Xi'an Jiaotong University,China,Electronic Engineering,Electrical Engineering,Engineering – Electrical & Computer
92,Xi'an Jiaotong University,China,Energy & Power Engineering,Environmental Engineering,Engineering – Civil & Environmental
92,Xi'an Jiaotong University,China,Materials Science,Materials Science,Engineering – Chemical & Materials
92,Xi'an Jiaotong University,China,Mathematics,Mathematics,Mathematics
92,Xi'an Jiaotong University,China,Mechanical Engineering,Mechanical Engineering,Engineering – Mechanical & Aerospace
92,Xi'an Jiaotong University,China,Physics,Physics,Physics & Astronomy
92,Xi'an Jiaotong University,China,Automation,Systems Engineering,Engineering – Other
93,Uppsala University,Sweden,Astronomy,Astrophysics,Physics & Astronomy
93,Uppsala University,Sweden,Bioinformatics,Bioinformatics,Computational Biology & Bioinformatics
93,Uppsala University,Sweden,Chemistry,Chemistry,Chemistry
93,Uppsala University,Sweden,Computational Science,Computational Science,CS & AI
93,Uppsala University,Sweden,Computer Science,Computer Science,CS & AI
93,Uppsala University,Sweden,Earth Sciences,Earth Sciences,Earth & Environmental Sciences
93,Uppsala University,Sweden,Mathematics,Mathematics,Mathematics
93,Uppsala University,Sweden,Physics,Physics,Physics & Astronomy
93,Uppsala University,Sweden,Statistics,Statistics,Mathematics
94,University of Basel,Switzerland,Bioinformatics,Bioinformatics,Computational Biology & Bioinformatics
94,University of Basel,Switzerland,Chemistry,Chemistry,Chemistry
94,University of Basel,Switzerland,Computational Biology,Computational Biology,Computational Biology & Bioinformatics
94,University of Basel,Switzerland,Computer Science,Computer Science,CS & AI
94,University of Basel,Switzerland,Nanosciences,Materials Science,Engineering – Chemical & Materials
94,University of Basel,Switzerland,Mathematics,Mathematics,Mathematics
94,University of Basel,Switzerland,Physics,Physics,Physics & Astronomy
94,University of Helsinki,Finland,Bioinformatics,Bioinformatics,Computational Biology & Bioinformatics
94,University of Helsinki,Finland,Chemistry,Chemistry,Chemistry
94,University of Helsinki,Finland,Computational Biology,Computational Biology,Computational Biology & Bioinformatics
94,University of Helsinki,Finland,Computer Science,Computer Science,CS & AI
94,University of Helsinki,Finland,Data Science,Data Science,CS & AI
94,University of Helsinki,Finland,Geosciences,Earth Sciences,Earth & Environmental Sciences
94,University of Helsinki,Finland,Mathematics,Mathematics,Mathematics
94,University of Helsinki,Finland,Physics,Physics,Physics & Astronomy
94,University of Helsinki,Finland,Statistics,Statistics,Mathematics
96,Central South University,China,Civil Engineering,Civil Engineering,Engineering – Civil & Environmental
96,Central South University,China,Computer Science,Computer Science,CS & AI
96,Central South University,China,Data Science,Data Science,CS & AI
96,Central South University,China,Electrical Engineering,Electrical Engineering,Engineering – Electrical & Computer
96,Central South University,China,Mining Engineering,Engineering (General),Engineering – Other
96,Central South University,China,Materials Science,Materials Science,Engineering – Chemical & Materials
96,Central South University,China,Mathematics,Mathematics,Mathematics
96,Central South University,China,Mechanical Engineering,Mechanical Engineering,Engineering – Mechanical & Aerospace
96,Central South University,China,Physics,Physics,Physics & Astronomy
96,Central South University,China,Automation,Systems Engineering,Engineering – Other
97,Technion – Israel Institute of Technology,Israel,Aerospace Engineering,Aerospace Engineering,Engineering – Mechanical & Aerospace
97,Technion – Israel Institute of Technology,Israel,Biomedical Engineering,Biomedical Engineering,Engineering – Biomedical
97,Technion – Israel Institute of Technology,Israel,Chemical Engineering,Chemical Engineering,Engineering – Chemical & Materials
97,Technion – Israel Institute of Technology,Israel,Chemistry,Chemistry,Chemistry
97,Technion – Israel Institute of Technology,Israel,Civil Engineering,Civil Engineering,Engineering – Civil & Environmental
97,Technion – Israel Institute of Technology,Israel,Computational Biology,Computational Biology,Computational Biology & Bioinformatics
97,Technion – Israel Institute of Technology,Israel,Computer Science,Computer Science,CS & AI
97,Technion – Israel Institute of Technology,Israel,Data Science,Data Science,CS & AI
97,Technion – Israel Institute of Technology,Israel,Electrical Engineering,Electrical Engineering,Engineering – Electrical & Computer
97,Technion – Israel Institute of Technology,Israel,Industrial Engineering,Industrial Engineering,Engineering – Other
97,Technion – Israel Institute of Technology,Israel,Materials Science,Materials Science,Engineering – Chemical & Materials
97,Technion – Israel Institute of Technology,Israel,Mathematics,Mathematics,Mathematics
97,Technion – Israel Institute of Technology,Israel,Mechanical Engineering,Mechanical Engineering,Engineering – Mechanical & Aerospace
97,Technion – Israel Institute of Technology,Israel,Physics,Physics,Physics & Astronomy
97,Technion – Israel Institute of Technology,Israel,Statistics,Statistics,Mathematics
98,University of Bristol,UK,Aerospace Engineering,Aerospace Engineering,Engineering – Mechanical & Aerospace
98,University of Bristol,UK,Engineering Mathematics,Applied Mathematics,Mathematics
98,University of Bristol,UK,Artificial Intelligence,Artificial Intelligence,CS & AI
98,University of Bristol,UK,Biochemistry,Biochemistry,Chemistry
98,University of Bristol,UK,Chemistry,Chemistry,Chemistry
98,University of Bristol,UK,Civil Engineering,Civil Engineering,Engineering – Civil & Environmental
98,University of Bristol,UK,Computer Science,Computer Science,CS & AI
98,University of Bristol,UK,Data Science,Data Science,CS & AI
98,University of Bristol,UK,Electrical & Electronic Engineering,Electrical Engineering,Engineering – Electrical & Computer
98,University of Bristol,UK,Design Engineering,Engineering (General),Engineering – Other
98,University of Bristol,UK,Mathematics,Mathematics,Mathematics
98,University of Bristol,UK,Mechanical Engineering,Mechanical Engineering,Engineering – Mechanical & Aerospace
98,University of Bristol,UK,Neuroscience,Neuroscience,Computational Biology & Bioinformatics
98,University of Bristol,UK,Physics,Physics,Physics & Astronomy
99,City University of Hong Kong,Hong Kong,Biomedical Engineering,Biomedical Engineering,Engineering – Biomedical
99,City University of Hong Kong,Hong Kong,Computational Intelligence,CS & AI,CS & AI
99,City University of Hong Kong,Hong Kong,Chemistry,Chemistry,Chemistry
99,City University of Hong Kong,Hong Kong,Civil Engineering,Civil Engineering,Engineering – Civil & Environmental
99,City University of Hong Kong,Hong Kong,Computer Science,Computer Science,CS & AI
99,City University of Hong Kong,Hong Kong,Data Science,Data Science,CS & AI
99,City University of Hong Kong,Hong Kong,Electrical Engineering,Electrical Engineering,Engineering – Electrical & Computer
99,City University of Hong Kong,Hong Kong,Materials Science,Materials Science,Engineering – Chemical & Materials
99,City University of Hong Kong,Hong Kong,Mathematics,Mathematics,Mathematics
99,City University of Hong Kong,Hong Kong,Mechanical Engineering,Mechanical Engineering,Engineering – Mechanical & Aerospace
99,City University of Hong Kong,Hong Kong,Physics,Physics,Physics & Astronomy
100,Stockholm University,Sweden,Astronomy,Astrophysics,Physics & Astronomy
100,Stockholm University,Sweden,Chemistry,Chemistry,Chemistry
100,Stockholm University,Sweden,Computational Science,Computational Science,CS & AI
100,Stockholm University,Sweden,Computer Science,Computer Science,CS & AI
100,Stockholm University,Sweden,Meteorology,Earth Sciences,Earth & Environmental Sciences
100,Stockholm University,Sweden,Mathematics,Mathematics,Mathematics
100,Stockholm University,Sweden,Physics,Physics,Physics & Astronomy
100,Stockholm University,Sweden,Statistics,Statistics,Mathematics
